id_celda,sitio,tecnologia,banda_mhz,tipo_sector,partido_comuna,comuna,localidad,provincia,region,subregion,cabecera
CBA001O,BA001,2G,850,Outdoor,AYACUCHO,0,AYACUCHO,BUENOS AIRES,INT,S,ATLÁNTICA
CBA002O,BA002,2G,850,Outdoor,NECOCHEA,0,JUAN N. FERNANDEZ,BUENOS AIRES,INT,S,ATLÁNTICA
CBA003A,BA003,2G,850,Outdoor,LOBERIA,0,LOBERIA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA003B,BA003,2G,850,Outdoor,LOBERIA,0,LOBERIA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA003C,BA003,2G,850,Outdoor,LOBERIA,0,LOBERIA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA004A,BA004,2G,850,Outdoor,NECOCHEA,0,NECOCHEA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA004B,BA004,2G,850,Outdoor,NECOCHEA,0,NECOCHEA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA004C,BA004,2G,850,Outdoor,NECOCHEA,0,NECOCHEA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA005C,BA005,2G,850,Outdoor,NECOCHEA,0,RAMON SANTAMARINA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA005O,BA005,2G,850,Outdoor,NECOCHEA,0,RAMON SANTAMARINA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA006B,BA006,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBA006C,BA006,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBA006O,BA006,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBA007O,BA007,2G,850,Outdoor,LOBERIA,0,SAN MANUEL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA008A,BA008,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA008B,BA008,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA008C,BA008,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA009A,BA009,2G,850,Outdoor,TANDIL,0,MARIA IGNACIA (ESTACION VELA),BUENOS AIRES,INT,S,ATLÁNTICA
CBA009B,BA009,2G,850,Outdoor,TANDIL,0,MARIA IGNACIA (ESTACION VELA),BUENOS AIRES,INT,S,ATLÁNTICA
CBA009C,BA009,2G,850,Outdoor,TANDIL,0,MARIA IGNACIA (ESTACION VELA),BUENOS AIRES,INT,S,ATLÁNTICA
CBA011A,BA011,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA011B,BA011,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA011C,BA011,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA012A,BA012,2G,850,Outdoor,NECOCHEA,0,NECOCHEA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA012C,BA012,2G,850,Outdoor,NECOCHEA,0,NECOCHEA,BUENOS AIRES,INT,S,ATLÁNTICA
CBA016A,BA016,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA016B,BA016,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA016C,BA016,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA017O,BA017,2G,850,Outdoor,BALCARCE,0,BALCARCE,BUENOS AIRES,INT,S,ATLÁNTICA
CBA018A,BA018,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA018B,BA018,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA018C,BA018,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA020A,BA020,2G,850,Outdoor,NECOCHEA,0,QUEQUEN,BUENOS AIRES,INT,S,ATLÁNTICA
CBA020B,BA020,2G,850,Outdoor,NECOCHEA,0,QUEQUEN,BUENOS AIRES,INT,S,ATLÁNTICA
CBA020C,BA020,2G,850,Outdoor,NECOCHEA,0,QUEQUEN,BUENOS AIRES,INT,S,ATLÁNTICA
CBA021A,BA021,2G,850,Outdoor,AYACUCHO,0,AYACUCHO,BUENOS AIRES,INT,S,ATLÁNTICA
CBA021B,BA021,2G,850,Outdoor,AYACUCHO,0,AYACUCHO,BUENOS AIRES,INT,S,ATLÁNTICA
CBA029A,BA029,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA029C,BA029,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA030A,BA030,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA030B,BA030,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA030C,BA030,2G,850,Outdoor,TANDIL,0,TANDIL,BUENOS AIRES,INT,S,ATLÁNTICA
CBA047A,BA047,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBA048A,BA048,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBA048C,BA048,2G,850,Outdoor,RAUCH,0,RAUCH,BUENOS AIRES,INT,S,ATLÁNTICA
CBB007O,BB007,2G,850,Outdoor,CORONEL DORREGO,0,APARICIO,BUENOS AIRES,INT,S,PATAGONIA
CBB009O,BB009,2G,850,Outdoor,PUAN,0,DARREGUEIRA,BUENOS AIRES,INT,S,PATAGONIA
CBB010O,BB010,2G,850,Outdoor,SAAVEDRA,0,SAAVEDRA,BUENOS AIRES,INT,S,PATAGONIA
CBB011A,BB011,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB011B,BB011,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB011C,BB011,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB013O,BB013,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,BAJO HONDO,BUENOS AIRES,INT,S,PATAGONIA
CBB015B,BB015,2G,850,Indoor,CORONEL DORREGO,0,EL PERDIDO (ESTACION JOSE A. GUISASOLA),BUENOS AIRES,INT,S,PATAGONIA
CBB016A,BB016,2G,850,Outdoor,PATAGONES,0,CARMEN DE PATAGONES,BUENOS AIRES,INT,S,PATAGONIA
CBB016B,BB016,2G,850,Outdoor,PATAGONES,0,CARMEN DE PATAGONES,BUENOS AIRES,INT,S,PATAGONIA
CBB016C,BB016,2G,850,Outdoor,PATAGONES,0,CARMEN DE PATAGONES,BUENOS AIRES,INT,S,PATAGONIA
CBB017B,BB017,2G,850,Outdoor,BAHIA BLANCA,0,CABILDO,BUENOS AIRES,INT,S,PATAGONIA
CBB019A,BB019,2G,850,Outdoor,ADOLFO ALSINA,0,CARHUE,BUENOS AIRES,INT,S,PATAGONIA
CBB019B,BB019,2G,850,Outdoor,ADOLFO ALSINA,0,CARHUE,BUENOS AIRES,INT,S,PATAGONIA
CBB022B,BB022,2G,850,Outdoor,CORONEL DORREGO,0,CORONEL DORREGO,BUENOS AIRES,INT,S,PATAGONIA
CBB022O,BB022,2G,850,Outdoor,CORONEL DORREGO,0,CORONEL DORREGO,BUENOS AIRES,INT,S,PATAGONIA
CBB023A,BB023,2G,850,Outdoor,CORONEL PRINGLES,0,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,INT,S,PATAGONIA
CBB023B,BB023,2G,850,Outdoor,CORONEL PRINGLES,0,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,INT,S,PATAGONIA
CBB023C,BB023,2G,850,Outdoor,CORONEL PRINGLES,0,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,INT,S,PATAGONIA
CBB024A,BB024,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB024B,BB024,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB024C,BB024,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB025O,BB025,2G,850,Outdoor,SAAVEDRA,0,ESPARTILLAR,BUENOS AIRES,INT,S,PATAGONIA
CBB026O,BB026,2G,850,Outdoor,PUAN,0,FELIPE SOLA,BUENOS AIRES,INT,S,PATAGONIA
CBB027A,BB027,2G,850,Outdoor,GUAMINI,0,GUAMINI,BUENOS AIRES,INT,S,PATAGONIA
CBB027B,BB027,2G,850,Outdoor,GUAMINI,0,GUAMINI,BUENOS AIRES,INT,S,PATAGONIA
CBB027C,BB027,2G,850,Outdoor,GUAMINI,0,GUAMINI,BUENOS AIRES,INT,S,PATAGONIA
CBB028C,BB028,2G,850,Outdoor,CORONEL SUAREZ,0,HUANGUELEN,BUENOS AIRES,INT,S,PATAGONIA
CBB029O,BB029,2G,850,Outdoor,CORONEL PRINGLES (BA),0,INDIO RICO,BUENOS AIRES,INT,S,PATAGONIA
CBB032A,BB032,2G,850,Outdoor,VILLARINO,0,MAYOR BURATOVICH,BUENOS AIRES,INT,S,PATAGONIA
CBB032B,BB032,2G,850,Outdoor,VILLARINO,0,MAYOR BURATOVICH,BUENOS AIRES,INT,S,PATAGONIA
CBB032C,BB032,2G,850,Outdoor,VILLARINO,0,MAYOR BURATOVICH,BUENOS AIRES,INT,S,PATAGONIA
CBB033B,BB033,2G,850,Outdoor,ADOLFO ALSINA,0,MAZA,BUENOS AIRES,INT,S,PATAGONIA
CBB034A,BB034,2G,850,Outdoor,VILLARINO,0,MEDANOS,BUENOS AIRES,INT,S,PATAGONIA
CBB034B,BB034,2G,850,Outdoor,VILLARINO,0,MEDANOS,BUENOS AIRES,INT,S,PATAGONIA
CBB034C,BB034,2G,850,Outdoor,VILLARINO,0,MEDANOS,BUENOS AIRES,INT,S,PATAGONIA
CBB035A,BB035,2G,850,Outdoor,TRES ARROYOS,0,MICAELA CASCALLARES (ESTACION CASCALLARES),BUENOS AIRES,INT,S,PATAGONIA
CBB036A,BB036,2G,850,Outdoor,MONTE HERMOSO,0,MONTE HERMOSO,BUENOS AIRES,INT,S,PATAGONIA
CBB036B,BB036,2G,850,Outdoor,MONTE HERMOSO,0,MONTE HERMOSO,BUENOS AIRES,INT,S,PATAGONIA
CBB036C,BB036,2G,850,Outdoor,MONTE HERMOSO,0,MONTE HERMOSO,BUENOS AIRES,INT,S,PATAGONIA
CBB037C,BB037,2G,850,Outdoor,CORONEL DORREGO,0,ORIENTE,BUENOS AIRES,INT,S,PATAGONIA
CBB037O,BB037,2G,850,Outdoor,CORONEL DORREGO,0,ORIENTE,BUENOS AIRES,INT,S,PATAGONIA
CBB038A,BB038,2G,850,Outdoor,VILLARINO,0,PEDRO LURO,BUENOS AIRES,INT,S,PATAGONIA
CBB038B,BB038,2G,850,Outdoor,VILLARINO,0,PEDRO LURO,BUENOS AIRES,INT,S,PATAGONIA
CBB038C,BB038,2G,850,Outdoor,VILLARINO,0,PEDRO LURO,BUENOS AIRES,INT,S,PATAGONIA
CBB039A,BB039,2G,850,Outdoor,SAAVEDRA,0,PIGÜE,BUENOS AIRES,INT,S,PATAGONIA
CBB040A,BB040,2G,850,Outdoor,PUAN,0,PUAN,BUENOS AIRES,INT,S,PATAGONIA
CBB041A,BB041,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,PUNTA ALTA,BUENOS AIRES,INT,S,PATAGONIA
CBB041C,BB041,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,PUNTA ALTA,BUENOS AIRES,INT,S,PATAGONIA
CBB042C,BB042,2G,850,Outdoor,ADOLFO ALSINA,0,RIVERA,BUENOS AIRES,INT,S,PATAGONIA
CBB043A,BB043,2G,850,Outdoor,SAN CAYETANO,0,SAN CAYETANO,BUENOS AIRES,INT,S,PATAGONIA
CBB043B,BB043,2G,850,Outdoor,SAN CAYETANO,0,SAN CAYETANO,BUENOS AIRES,INT,S,PATAGONIA
CBB043C,BB043,2G,850,Outdoor,SAN CAYETANO,0,SAN CAYETANO,BUENOS AIRES,INT,S,PATAGONIA
CBB045A,BB045,2G,850,Outdoor,TORNQUIST,0,SIERRA DE LA VENTANA,BUENOS AIRES,INT,S,PATAGONIA
CBB045C,BB045,2G,850,Outdoor,TORNQUIST,0,SIERRA DE LA VENTANA,BUENOS AIRES,INT,S,PATAGONIA
CBB046A,BB046,2G,850,Outdoor,TORNQUIST,0,TORNQUIST,BUENOS AIRES,INT,S,PATAGONIA
CBB046B,BB046,2G,850,Outdoor,TORNQUIST,0,TORNQUIST,BUENOS AIRES,INT,S,PATAGONIA
CBB046C,BB046,2G,850,Outdoor,TORNQUIST,0,TORNQUIST,BUENOS AIRES,INT,S,PATAGONIA
CBB049A,BB049,2G,850,Outdoor,PATAGONES,0,VILLALONGA,BUENOS AIRES,INT,S,PATAGONIA
CBB051B,BB051,2G,850,Outdoor,TRES ARROYOS,0,CLAROMECO,BUENOS AIRES,INT,S,PATAGONIA
CBB053A,BB053,2G,850,Indoor,BAHIA BLANCA,0,GENERAL DANIEL CERRI (ESTACION GENERAL CERRI),BUENOS AIRES,INT,S,PATAGONIA
CBB053C,BB053,2G,850,Outdoor,BAHIA BLANCA,0,GENERAL DANIEL CERRI (ESTACION GENERAL CERRI),BUENOS AIRES,INT,S,PATAGONIA
CBB057O,BB057,2G,850,Outdoor,GUAMINI,0,GARRE,BUENOS AIRES,INT,S,PATAGONIA
CBB060A,BB060,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB060B,BB060,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB060C,BB060,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB061C,BB061,2G,850,Outdoor,TRES ARROYOS,0,SAN FRANCISCO DE BELLOCQ,BUENOS AIRES,INT,S,PATAGONIA
CBB065B,BB065,2G,850,Outdoor,GUAMINI,0,LAGUNA ALSINA (ESTACION BONIFACIO),BUENOS AIRES,INT,S,PATAGONIA
CBB065O,BB065,2G,850,Outdoor,GUAMINI,0,LAGUNA ALSINA (ESTACION BONIFACIO),BUENOS AIRES,INT,S,PATAGONIA
CBB066A,BB066,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB066B,BB066,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB066C,BB066,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB067B,BB067,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB068A,BB068,2G,850,Outdoor,ADOLFO GONZALES CHAVES,0,ADOLFO GONZALES CHAVES (ESTACION CHAVES),BUENOS AIRES,INT,S,PATAGONIA
CBB068B,BB068,2G,850,Outdoor,ADOLFO GONZALES CHAVES,0,ADOLFO GONZALES CHAVES (ESTACION CHAVES),BUENOS AIRES,INT,S,PATAGONIA
CBB068C,BB068,2G,850,Outdoor,ADOLFO GONZALES CHAVES,0,ADOLFO GONZALES CHAVES (ESTACION CHAVES),BUENOS AIRES,INT,S,PATAGONIA
CBB070A,BB070,2G,850,Outdoor,TORNQUIST,0,VILLA VENTANA,BUENOS AIRES,INT,S,PATAGONIA
CBB070B,BB070,2G,850,Outdoor,TORNQUIST,0,VILLA VENTANA,BUENOS AIRES,INT,S,PATAGONIA
CBB070C,BB070,2G,850,Outdoor,TORNQUIST,0,VILLA VENTANA,BUENOS AIRES,INT,S,PATAGONIA
CBB071A,BB071,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB071B,BB071,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB072A,BB072,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB072B,BB072,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB072C,BB072,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB075B,BB075,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB075C,BB075,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB076B,BB076,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB076C,BB076,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB078B,BB078,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB078C,BB078,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB081A,BB081,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB081B,BB081,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB081C,BB081,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB082A,BB082,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB082B,BB082,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB082C,BB082,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB083A,BB083,2G,850,Outdoor,SAAVEDRA,0,PIGÜE,BUENOS AIRES,INT,S,PATAGONIA
CBB083B,BB083,2G,850,Outdoor,SAAVEDRA,0,PIGÜE,BUENOS AIRES,INT,S,PATAGONIA
CBB083C,BB083,2G,850,Outdoor,SAAVEDRA,0,PIGÜE,BUENOS AIRES,INT,S,PATAGONIA
CBB084A,BB084,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,BALNEARIO PEHUEN CO,BUENOS AIRES,INT,S,PATAGONIA
CBB087A,BB087,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB087B,BB087,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB088A,BB088,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB088B,BB088,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB088C,BB088,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB089A,BB089,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB089B,BB089,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB089C,BB089,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB091A,BB091,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB091B,BB091,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB092B,BB092,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB092C,BB092,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB093C,BB093,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB094A,BB094,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,PUNTA ALTA II,BUENOS AIRES,INT,S,PATAGONIA
CBB094B,BB094,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,PUNTA ALTA II,BUENOS AIRES,INT,S,PATAGONIA
CBB094C,BB094,2G,850,Outdoor,CORONEL DE MARINA L. ROSALES,0,PUNTA ALTA II,BUENOS AIRES,INT,S,PATAGONIA
CBB095A,BB095,2G,850,Outdoor,ADOLFO ALSINA,0,CARHUE,BUENOS AIRES,INT,S,PATAGONIA
CBB095B,BB095,2G,850,Outdoor,ADOLFO ALSINA,0,CARHUE,BUENOS AIRES,INT,S,PATAGONIA
CBB095C,BB095,2G,850,Outdoor,ADOLFO ALSINA,0,CARHUE,BUENOS AIRES,INT,S,PATAGONIA
CBB097A,BB097,2G,850,Outdoor,PUAN,0,DARREGUEIRA,BUENOS AIRES,INT,S,PATAGONIA
CBB097C,BB097,2G,850,Outdoor,PUAN,0,DARREGUEIRA,BUENOS AIRES,INT,S,PATAGONIA
CBB098A,BB098,2G,850,Outdoor,VILLARINO,0,HILARIO ASCASUBI,BUENOS AIRES,INT,S,PATAGONIA
CBB098B,BB098,2G,850,Outdoor,VILLARINO,0,HILARIO ASCASUBI,BUENOS AIRES,INT,S,PATAGONIA
CBB098C,BB098,2G,850,Outdoor,VILLARINO,0,HILARIO ASCASUBI,BUENOS AIRES,INT,S,PATAGONIA
CBB102O,BB102,2G,850,Outdoor,TORNQUIST,0,CHASICO,BUENOS AIRES,INT,S,PATAGONIA
CBB107A,BB107,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB107B,BB107,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB114C,BB114,2G,850,Outdoor,MONTE HERMOSO,0,BALNEARIO SAUCE GRANDE,BUENOS AIRES,INT,S,PATAGONIA
CBB130A,BB130,2G,850,Outdoor,VILLARINO,0,JUAN COUSTE (ESTACION ALGARROBO),BUENOS AIRES,INT,S,PATAGONIA
CBB130B,BB130,2G,850,Outdoor,VILLARINO,0,JUAN COUSTE (ESTACION ALGARROBO),BUENOS AIRES,INT,S,PATAGONIA
CBB130C,BB130,2G,850,Outdoor,VILLARINO,0,JUAN COUSTE (ESTACION ALGARROBO),BUENOS AIRES,INT,S,PATAGONIA
CBB147A,BB147,2G,850,Outdoor,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBB147B,BB147,2G,850,Outdoor,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBB147C,BB147,2G,850,Outdoor,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBB173A,BB173,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB173B,BB173,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB173C,BB173,2G,850,Outdoor,BAHIA BLANCA,0,BAHIA BLANCA,BUENOS AIRES,INT,S,PATAGONIA
CBB317B,BB317,2G,850,Outdoor,CORONEL PRINGLES,0,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,INT,S,PATAGONIA
CBB317C,BB317,2G,850,Outdoor,CORONEL PRINGLES,0,CORONEL PRINGLES (ESTACION PRINGLES),BUENOS AIRES,INT,S,PATAGONIA
CBB319A,BB319,2G,850,Outdoor,PUAN,0,PUAN,BUENOS AIRES,INT,S,PATAGONIA
CBB319C,BB319,2G,850,Outdoor,PUAN,0,PUAN,BUENOS AIRES,INT,S,PATAGONIA
CBB324A,BB324,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB324B,BB324,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB324C,BB324,2G,850,Outdoor,CORONEL SUAREZ,0,CORONEL SUAREZ,BUENOS AIRES,INT,S,PATAGONIA
CBB330B,BB330,2G,850,Outdoor,TORNQUIST,0,SALDUNGARAY,BUENOS AIRES,INT,S,PATAGONIA
CBB372B,BB372,2G,850,Outdoor,TRES ARROYOS,0,RETA,BUENOS AIRES,INT,S,PATAGONIA
CBB400A,BB400,2G,850,Outdoor,MONTE HERMOSO,0,MONTE HERMOSO,BUENOS AIRES,INT,S,PATAGONIA
CBB400B,BB400,2G,850,Outdoor,MONTE HERMOSO,0,MONTE HERMOSO,BUENOS AIRES,INT,S,PATAGONIA
CBB447A,BB447,2G,850,Otro,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBB447B,BB447,2G,850,Otro,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBB447C,BB447,2G,850,Otro,TRES ARROYOS,0,TRES ARROYOS,BUENOS AIRES,INT,S,PATAGONIA
CBC001A,BC001,2G,850,Outdoor,25 DE MAYO,0,25 DE MAYO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC001B,BC001,2G,850,Outdoor,25 DE MAYO,0,25 DE MAYO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC001C,BC001,2G,850,Outdoor,25 DE MAYO,0,25 DE MAYO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC002B,BC002,2G,850,Outdoor,9 DE JULIO,0,9 DE JULIO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC002C,BC002,2G,850,Outdoor,9 DE JULIO,0,9 DE JULIO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC003O,BC003,2G,850,Outdoor,9 DE JULIO,0,ALFREDO DEMARCHI (ESTACION FACUNDO QUIROGA),BUENOS AIRES,INT,S,ATLÁNTICA
CBC005A,BC005,2G,850,Outdoor,JUNIN,0,BLANDENGUES,BUENOS AIRES,INT,S,ATLÁNTICA
CBC007A,BC007,2G,850,Outdoor,CAPITAN SARMIENTO,0,CAPITAN SARMIENTO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC007B,BC007,2G,850,Outdoor,CAPITAN SARMIENTO,0,CAPITAN SARMIENTO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC007C,BC007,2G,850,Outdoor,CAPITAN SARMIENTO,0,CAPITAN SARMIENTO,BUENOS AIRES,INT,S,ATLÁNTICA
CBC008A,BC008,2G,850,Outdoor,ARRECIFES,0,ARRECIFES,BUENOS AIRES,INT,S,ATLÁNTICA
