id_fecha,fecha,año,mes,dia,periodo,periodo2,nombre_mes,nombre_mes_corto,semana_nro,dia_semana_nro,dia_semana,dia_semana_corto,trimestre,año_trimestre
20250516,2025-05-16,2025,5,16,05/2025,may/2025,mayo,may,20,6,viernes,vier,Q2,2025/Q2
